,Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,HongKong,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.",Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
18,Belgium,0.451935271,5.155261157,28.46817097,0,0,0.105293692,0,0,11.97118988,0,6.00897527,28.83712571,0.742228626,0,0,4.040891114,0,1.544197718,0,0,0.868643826,0,0,0,4.354388501,0,17.28586729,0,29.38728336,0,1.156407723,0,0,12.32481227,5.799488696,0,0,0,0,0.344524624,113.0057985,5.672728175,0,0.726016734,0,0,1.725981968,5.455880037,0,0,1.064093547,27.59597418,29.74013834,0,0,5.171351624,0,10.0981758,0,0,0,3.151512617,1.248877001,0,0,16.10882184,2227.194354,0,0,0,5.868824008,332.8484463,21.87927938,10.36043211,0,0,0,0,1.586052525,0,0,1.005801858,0,0,47.73394052,0,70.37742727,5.283568011,5.729670769,1.465218804,5.758838896,0,8.239613061,396.090501,0,35.7755708,0.346612246,0.258686276,0,0,0,3.452693584,22.70666762,0,6.533852957,0,5.455135071,30.99156226,0,0,0,0,4.576546822,226.9569026,0,3.093190472,0,0,0,0,0,1.057734493,0,0,2.121822133,3.757891822,0,0,0,0,5.650512443,482.0858315,0,0,0,6.277170861,180.340537,0,0,0,3.078321145,100.7936624,0,8.225399325,0,29.30379557,0,0,0,0,4.10585243,32.66929806,117.4136548,68.40706631,0,0,54.41847613,31.01966023,4.394652239,0,0,0,0,13.01639335,58.47503602,0,0.376766673,0,0,23.50672476,3.430077415,0,0,1.477971256,0,361.1686344,0,0,0,0,0,0,0,0,74.65103726,16.91155034,1.434818912,0,0,39.49953149,0,6.100218444,0,0,24.74318539,37.17854841,0,0,0,0,6.097491465,0,46.4623655,49.07983731,0,0,0,0,9.896946162,0,0,0,0,0,5769.809898
19,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76153321,0,0,0,0,0,5.017489123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4124827,0,0,0,0,0,0,0,0,0,0,0,0,0.300404735,0,0,0,0,0,108.4256901,0,0,0,0.058258955,17.42290858,0.040095324,0,0,1.454396591,0,0,0,0,0,0,0,1.218237721,0,0,0,0,0,0,0,0,0,0,0,0,0.469858339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.497020163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741350487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449092618,6.592351158,0,0,0,0,0,0,0,0,0,0,176.8611698
20,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79972741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951325838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.08230451,0,0,0,0,0,20.56977866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668766127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.63835752,597.1595144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.35401731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.2237918
21,Bermuda,0.000569143,0.002824992,0.012126132,0,0,0.000179319,0.013332625,0.016728659,0.008554317,0.002094479,0.438574882,0.211734883,0.000582756,0,0,0.169033859,0.342610881,0.010413905,0.422843431,0.096643607,0.006503892,0,0.004381155,0.005180035,0.001226454,0,0.127550585,0,0.014254876,0.01076046,0,0.034993352,0.001886256,0.006547983,2.298524811,0,0,0,0,0.002944028,0.318187306,0.052510093,0,1.14E-05,0,0.053895743,0.001269575,0.015879923,0,0,0.004529685,0.074519335,0.116456586,0,0.010096575,0.427497367,0.171793198,0.082339485,0.031749558,0,0,0.007979144,0.013299899,0,0.00306321,0.018447559,1.33786028,0,0,0.008489548,0.002526805,0.68534715,0.119780595,0.002090279,0,0.027208842,0,0.075547406,0,0,0.063261945,3.862541722,0.045178509,0.018490559,0.118371064,0.006771,2.398204418,0.082302376,0.010233014,0.001893731,0.206832545,0,0.043358998,0.373777725,3.407143573,0.120599751,0.005914128,0,0.37551334,0.023035393,0,0.02027156,0,1.23E-05,0,0.000240757,0.007926844,0.049882151,0.001808402,0,0,0,0.011498351,0.073655421,0,0.000504329,0.00938571,0.003279794,0.046369613,0.003486307,0,0.016514228,0,0,0.044443541,0.104381539,0,0,0,0,0,0.057945502,0,0.001007324,6.31E-05,0.126027168,0.068422744,0,0.035482619,0.007410643,0,0.777083991,0,0.035149865,0.001707354,0.069900412,0.000880735,0.054866958,0.000215998,0,0.066287106,6.116881824,0.055889562,3.542689205,0,0.038068422,0.065964338,0.014991004,0.001398053,0,0,0,0.003215059,0.018658983,0.018852755,0.009706222,0.00226217,0,0,0.003785314,0.006697081,0,0,0.218012542,0,0.244226138,1.022374283,0.182585234,0.045625537,0,0.034254698,0.000264379,2.71E-05,0.000522779,0.331664062,0.220213375,0.000506856,0,0.054469187,0.251839534,0,0,0.003216391,0.095538992,0.006430374,0.002782974,0,0,0.001512626,0.054153983,0.009444035,0,3.632031104,7.191134997,0.003373819,0,0,0.00416759,0.040415993,0,0.000788689,0.002811755,0.001058152,0,44.34002171
22,Bhutan,0,0,0,0,0,0,0,0,0,0,0.117126124,0.070334453,0,0,0,0.072993911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403918,0,0,0,0,0,5.283568092,0,0,0,0,0,0,0,0,0,0,0,0.193546932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393372446,0,0,0,0,0.112151101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.1027651,0,0,0,0,0,0,0.042140197,0,0.509902407,0,0,0,0,0,0.087975708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010272475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006016026,0,1.414045979,0.029703147,0,0.013510387,0,0,0,0,0,0,0.061726404,0,0,0,0,0,0.082092926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122739375,0,0,0,0,0,0,0,0.193229605,0.095913965,0,0,0,0.361147928,0,0,0,0,0,0,0,0,0,0,0,0,0.03326612,0.301813506,0,0,0,0,0,0,0,0,0,0,178.7517462
23,Bolivia,5.98E-05,0,0.001963617,0,0,7.56E-05,0,18.57395466,0.0045322,0.000482217,0.338829143,0.638420419,0.000481544,0,0,0.02932886,0,0.002180738,5.055095936,0.912534332,0.000479343,0,0,0,0.008520234,0,29.95445399,0,0.018819553,0,0,0.106747546,0,0.003850271,1.087623109,0,0,0,0,0.610903686,5.06636077,4.190019046,0,1.01E-05,0,0.39874967,0.001017058,0.070067502,0,0,0.004184251,0.219078747,0.259636128,0,0.000804193,0.314086096,1.510778386,0.069782209,0.23709887,0,0,0.00972144,0.001077664,0,0,0.060585651,8.789415584,0,0,0,0.003626566,5.919975977,0.023134053,0.00504231,0,0,0,0.577861303,0.001277238,0,0.001875261,0.011476197,0.737553423,0,0.174685798,0,0.269091711,0.015987453,0.033800463,0.003570305,0.018197779,0,0.183996478,3.711578907,0.009798159,5.266510265,0.054272482,0.00134104,0.02970235,0,0,1.027175839,0,4.94E-05,0.008225505,0,0,0.207056217,0,0.002683704,0,0,0.016804599,0.098207227,0,0.002847479,0.00354371,0.000756367,0.002568119,0,0.00172122,0.007746306,0,0,0,15.72230378,0,0.008271284,0,0.003053161,0.002633059,0.024683495,0.00033484,0,0,0.001788124,0.345122283,0,0.015131633,0.145638977,0.008933038,0.01457028,0,0.182915693,0,0.050482646,0,0.283127591,0.00010508,2.239273261,16.0323911,0.148549105,0.291726836,0.274864938,0,0.019034211,0.049647478,0.173355126,0.000583708,0,0,0,0.011561306,0.017367165,0.036432553,0,0.000275468,0,0,0.045168118,0.016557978,0.003910633,0,0.008057853,0,83.97253782,0.006634561,0,0,0,0,7.49E-05,0,0,1.521683136,1.70726858,0.000651945,0.002431021,0.002770546,0.038303568,0,0.00082331,0,0.001461122,0.002424555,0.01060535,0,0,0,0,0.091391751,0,0.533133341,8.157233512,0.136718105,0,0,0.230980991,0.031705533,0,0.004483341,0,0.000287372,0,229.6170074
24,Bosnia and Herzegovina,0,0.008719176,0,0,0,0,0,0.002563339,0,0,0.108759972,0.665472132,0,0,0,0,0,0.003271107,0.148134679,0,0,0,0,0,0,0,0.00680381,0,0.060886789,0,0,0,0,0,0.017732985,0,0,0,0,0.001139746,0.097743295,0,0,0,0,0,0,17.53088891,0,0,0,0.288261509,0.014161971,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253874671,0,0,0,0,1.305759248,0,0.012605774,0,0,0,0,0,0,0,0,0,0,0.713933261,0,0,0,0,0.003173604,0,0,0,0.223667201,0,0,0.017482989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735869811,0,0,0,0,0,0,0,0,0,0,0,0.011944243,0,0,3.401911728,0,0,0,0,0,0.021216534,0,0.001621246,0,0,0,0,0,0,0,0,0,0,0,0.005154005,0,0.061930837,0,0,0,0.228187446,0.062983696,0,0,0,0,0,0,12.86926343,0,0,0,0,6.917670928,2.386418556,0,0,0.002417356,0,0,0,0,0,0,0,0,0,0,0.169075904,0.149625786,0.001408684,0,0,0,0,0,0,0,0,0.002828093,0,0,0,0,0.056799987,0,0.008754242,0.093024711,0,0,0,0,0,0,0,0,0.000317168,0,49.67346055
25,Botswana,0,0,0,0,0,0.069292342,0,0,0,0,1.706694944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374363027,0,0,0,0,0,21.16253641,0,0,0.015423963,0,0,0,0,0,0,0,0,1.699436477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.698330054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88407302,0,0,0,0.495131244,0,0,1.844444016,0,0,0,0,1.941017779,0,0,0,0,0,0,0,0,0,3.344418229,0,0,0,0,0,0,0,0.690441798,0.729937576,0,0,0,0,0,0,2.367288154,0,0,0,0,0,0,0,0.165511015,0,0.027914509,0,0.939185228,0,0,0,0,11.24530912,0,1.184596867,0,1.83642554,0,0,0,0,0,0,0,1.00232703,0,0,0,0,0,0,0,0,0,0,0,0.53523741,0,0,0,0,0,0,0,28.34773445,0,0,6.0850321,0,0,0,0,0,0,0.124914073,3.663311255,0,0,0,4.578263299,0,0,0,0,0,0,0,0,0,0,4.329122385,0,0,6.595445967,2.406239181,0,0,0,0,0,0,0,0,1.980778655,0,150.0701771
26,Brazil,0.004294641,0,0.182978918,0,0,0.137512121,0,15.10114293,0.087611741,0,2.497296278,12.81710146,0,0,0,0.067544631,0.026227272,0.004361476,31.77488874,0.006183673,0.01519572,0,0,49.21250015,0.068296035,0,0,0,0.26790187,0.067771545,0.004865833,1.297163241,0.007806217,0.07980728,1.584146702,0,0,0,0,2.546517498,106.7411079,12.27814517,0,0.000464521,0,1.447313616,0.131730469,1.354638365,0,0,0,2.60588404,2.36032844,0,0.005624914,1.088018219,3.377519606,12.76164167,0.549554617,0,0,0.447186233,0.006752649,0,0,1.317737919,119.0935079,0,0,0,0.125676447,65.92482043,0.166563363,0.49194034,0,0.011397488,0,1.649523703,0.012166706,1.01390505,0.988324293,0.065638145,0.5369175,0,11.74192363,3.229427514,3.430208063,1.367011239,0.381663556,0.20509416,0,0,5.208122533,122.0898759,0.247666218,185.042467,4.79444858,0.001693946,0.136347062,0.237856346,0,20.66715831,0,0.000246908,0,0.000419474,0.510430027,100.7913894,0,0.066216987,0,0,1.344367899,1.350349377,0,0.015540394,0.040915185,0.001667598,0.104436832,0.024912609,0.01268396,0.054224145,0,0,0,5.081673185,0,0,0,0,0.028963645,0.997365161,0.211995584,0.002271218,0.000803063,0.109322357,4.763819047,0,0.14915467,0.626826785,0.015694221,18.46464116,0,1.686889166,0.03053874,0.73794204,0.00714493,1.676497087,0,25.87052659,26.85416543,1.505919497,5.751419022,288.9698494,0,0,1.650778639,0.843381687,0.009418369,0,0,0.027072679,0.348941221,0.653495224,0.952047269,0.06414002,0.001072273,0,0,0.747011175,0.368415007,0,0,1.325268616,0,255.3857235,0.140428887,0.055380657,0.072909084,0,0.013297912,0.001450511,0.001511869,0,5.176943157,11.60558979,0.757892634,0.019734423,0.144825417,2.555395188,0.110533776,0.009567666,0,0.069403274,0.204677018,0.129385276,0,0,0,0.183898321,0.748369491,0,4.388501544,49.25761787,7.952164533,0,0,1.126613661,0.459937448,0,0,0,0,0,1648.618128
27,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,3.906992837,0,0,0,0,4.441584078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.432532419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.329434462,0,0,53.61872771,0.752640736,0,0,0,0,0,0,0,381.2767336,0,0,0,0,0,25.62640263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577359754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188926074,2.056589339,0,13.86988339,0,0,0,0,0,0,1.187918167,0,0,0,0,0,17.00123248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40867889,0,0,0,0,0,0,0,0,0,0,0,0,156.6253617,0,0,0,0,0,0,0,0,0,0,0,0,4.047961528,0.644971327,0,0,0,0,0,0,0,0,0,0,692.9939312
28,Bulgaria,0.025384173,0.920040242,0.412993908,0,0,0.000131878,0.001768931,0.063570808,2.603887658,0.002411083,0.623278301,1.157813302,1.119816588,0,0,1.03262798,0.00384008,0.367285548,7.999272691,0.002565602,0.021566692,0.114446597,0.013089408,0.02993008,0.113632983,0.015248257,0.135243248,0,0,0.038690533,0.00447515,0.007832523,0.004613439,0.005397059,0.251217294,0,0,0,0,0.003582058,5.064795906,0.045599446,0,8.63E-05,0,0.01896748,0.002083089,0.207866921,0,0,0.537676257,5.615334191,0.311563354,0.012038478,0.000290252,0.077976388,0.027823385,0.579556007,0.017188976,0,0,0.153112677,0.041460809,0,0.000688751,0.146415324,7.277390246,0,0,0.025696223,0.611676478,8.791845243,0.030746526,1.637490075,0,0,0,0.034706262,0.002572246,0.005832054,0.002134314,0.006532328,0.008850505,0,2.696237316,1.069871692,0.636736183,0.04960253,0.200621733,0.282507421,0.008340649,0,0.907204857,3.698612693,0.010995553,0.454073677,0.798269342,0.072133857,0.040299835,0.014757059,0,0.137907867,0,0.001320959,0.231668339,8.77E-05,0.471166178,5.412098977,0,0.010787749,0,0,0.237364957,0.220966262,0,1.080295362,0.002513109,0,0.001712079,0.005706509,0.002300662,0.071653334,0.002034448,0,0.001380343,0.05114559,0,3.219581123,0,0.20311837,0.038829861,0.16316602,0.004584109,0,5.07E-05,0.011556727,0.444132773,0,0.012429556,0.054748323,0.001358419,1.329818129,0,0.293245793,0.003214604,0.127291686,0,0.019087253,0.00040133,0.0013458,0.039998531,0.163899639,2.055125924,0.216998635,0,0.1713079,6.082770798,11.83673601,0.0015831,0.001781711,0,0,0.036785972,0.03750672,5.445514637,0,0.000198366,0,0,1.059713527,0.078650395,0,0,0.11890941,0,13.49529362,0.035305014,0,0,0,0,0.001621814,5.65E-06,0.000603444,1.030557891,0.65988808,0.497738205,0.377921195,0.026523944,0.078515319,0,0,0.002330298,0,0.216318586,1.474143719,0,0,0.017629297,0.01523988,6.458133604,0,2.806610004,2.575750876,0.005873331,0,0.001793433,0.011032213,2.431708172,0,0,0.083159392,0.002106001,0,132.8552703
29,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626207301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0677981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.15292727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.14962378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.836136737,51.64395378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.787634769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.310851673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.5751334
30,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.962057193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26020464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.294494233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.955414851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.09310427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79616329,0,0,0,0,0,0,0,0,0,0,1.320901559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.68234004
31,Cabo Verde,0,0,0,0,0,0.006777319,0,0.002050671,0,0,0,0,0,0,0,0,0,0,0.203685184,0,0,0,0,0,0,0,0.387817171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12489421,0,0,0,0,0,0.002321776,0,0,0.112487768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.470870675,0,0,0.008135893,0,0.268361563,0.09519002,0,0,0,0,0,0.062956375,4.031629409,0,0,0,0,0,0,0,0,0,0,0,0,0,1.319312328,0,0.007443831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098207227,0,0,0,0,0,0,0.010017378,0,0,0,0,0.005615108,0,0,0,0,0,0,0.002676644,0,0,0,0.052334117,0,0,0,0,9.536798886,0,0,0,0,0,0,0,0,0.003436003,0,0,2.386984989,0,0,0,0.41749193,0,0,0,0.65518754,0,4.149707011,0,0,0.001853973,0,0.044480809,0,0,0,0,0,0,1.172434379,0,0,0,0,0,0,0,0,0,0.049875262,0,0,0,0,0.013473914,0,0,0,0,0,0,0,0,0,0.019386129,0,0.045522059,0.723525527,0,0,0,0,0,0,0,0,0,0,28.49294308
32,Cambodia,0,0,0,0,0,0,0,0,0,0,0.497786025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043347298,0,0,0,0,0,8.416783702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.454301789,0,0,0,0,0.160215859,0,0,0,0,0,0,0,0,0,0,0,0.060396753,0,0,0.328503364,0.191849441,0,0,0,0,0,0.051864858,0,0.472683253,0,0,0,0,0,0.135530145,0,0,0,0.019254382,0,0,0,0,0,0,0,0,0,0,0,0,0.149806931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007355926,0,0.072109631,0.042433068,0,0,0,0,0,0,0,0,0.099183771,0,0,0,0,0,0.609833167,0,0,0,0,0,0.017995342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15922946,0,0,0,0,0,0,0,0,0,0,0,0,172.2128423,0,0,0,0,0,0,0,0,0,0,0,0,0.082289875,0.413443158,0,0,0,0,114.5561728,0,0,0,0,0,302.2552123
33,Cameroon,0,0,0,0,0,0.000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561174722,0,0,0,0,0,0,0,0,0,0.008956565,0,0.001101617,0,0.902411928,0,0,0,0,0,0,0,0,0.016265978,0,0,1.049128518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.1025806,0,0,0,0,0,10.4779882,0.106203648,0,0,0,0,0.001796241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.750477551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017073399,0,0,0,0,0,0,0,0,0,0,19.19862972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545972135,0,0,0,12.09163106,2297.903474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405416087,0,0,0,0,16.63625784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004258882,0,0,0,0,0,0,0,0,0,0.006721786,0,0,0,0,0,0,0,0,0,0,0.801888573,6.575813432,0,0,0,0,0,0,0,0,0,0,2555.165443
34,Canada,4.813628905,10.9610921,42.9968132,0,0,0.098065805,1.036540259,12.76875317,5.175901933,0.342227058,103.4098179,130.1512,1.510550442,0,0,78.98782011,19.0122006,5.138678797,440.5895704,3.654029753,0.861894725,275.5874045,0.072798658,7.084896066,37.25972522,0.249124481,31.75938402,0,22.95699625,3.226410562,2.19987736,0.328616054,9.280745826,3.314794283,0,0,0,0,0,5.431230734,3958.443286,98.38214566,0.18645727,0.155913123,0,17.67375065,1.792023327,112.7767518,0,0.771813593,10.50622848,151.1083482,94.85215868,3.158302063,1.116547862,30.48116167,35.58264848,223.1576557,142.3949104,0,0,15.66776049,24.70546727,0,11.08842623,37.01074999,1245.66304,21.13623014,0,1.807989966,4.242807095,802.7375273,78.38168766,27.87620975,0,5.324656711,0,124.4105987,0.941307971,0.144205809,62.95274714,138.0160891,33.844042,126.4332436,428.3686996,5.190858948,2617.144774,33.46946817,86.61075709,17.30944026,19.70288726,0,68.92200492,1121.218517,303.5609122,127.8133131,47.57335296,0.571689367,108.6076771,0,0,330.1237727,0,0.156638577,4.850998717,1.751449742,30.69580148,810.4984018,0.174846729,5.787779507,0,0,16.50987923,18.02102623,2.903579136,4.587950655,4.680225121,0.161641924,23.57728922,0.1091358,3.593384383,18.69801183,0,0,16.97598307,145.9639238,0.042987994,12.26549493,0,2.465633758,0.324667186,108.6020945,0.307467262,1.568768175,0.009937084,13.01527989,182.282557,20.06102794,6.620557112,22.67314855,0.757851482,398.7640773,0,18.0128406,1.994933052,564.8909279,0.009429709,11.50113962,0.061159324,6.776262964,53.8579024,2249.404139,336.4277439,371.8636315,0,30.45473771,97.97759988,48.89008189,4.872617971,0.038458599,0,0.007043435,16.65038202,14.81291589,55.20797332,2.375412844,0.994158046,0,0.313254338,62.57959434,23.13033834,0.24490678,0,43.90583568,0,102.8536789,493.0437583,5.383844083,2.766033177,0,6.133085607,0.75949886,0.005878628,0.04410363,66.68031607,91.39449915,9.873021103,2.606464405,54.27575163,73.9939808,0.031381281,2.965513796,0.128273634,28.95114187,27.08422117,10.10023858,0,0,0,56.16241247,83.75511232,0,593.431598,654.5818131,2.886103207,0,0,5.628386084,821.3508456,0,4.932884783,3.622745969,0.709981509,0,23324.22529
35,Cayman Islands,0,0,0,0,0,0,0,0.010435532,0,0,1.031505199,0.360882257,0,0,0,0,0.258667666,0,0.339596684,0.714342008,0,5.150096845,0,0,0,0,0.15048818,0,0,0,0,0,0,0,1.880394216,0,0,0,0,0,0,1.13516737,0,0,0,0.732962995,0,0,0,0.033831274,0,0,0.123774555,0,0,0.354837455,0,0,0,0,0,0,0,0,0,0.038796776,0.643813369,0,0,0,0,0.717170773,0,0,0,0.012036668,0,0,0,0,0.284042219,0.054231464,14.05230771,0,0,0,3.795214827,0,0.012358224,0,0.226714,0,0.047822146,0.403508958,29.57596763,0.110718754,0,0,0.213845791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024019119,0,0,0,0,0,0,0.116135654,0,0,0,0,0,0,0,0,0,0,0.072854546,0,0.041524321,1.175239517,0.093900315,0.330292254,0,0,0,0.553075224,0,0.629216989,0,0,0.044532113,12.55930497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050376448,0,0.333405751,0,0,0.008973243,0,0.023349096,0,0,0,0,0.406675212,0,0,0.054721251,0.454605402,0,0,0,0.156661487,0,0,0,0,0,0,0,0,2.476495525,7.630093485,0,0,0,0.021507302,0,0,0,0,0.003651787,0,89.72614255
