year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,11,NA,SOMEONE ELSE,PRIVATE,Divorced,4,6,55,10th grade,<HS,Male,White,ExtrmLib,StrDem,SAME CITY,YES,UNDER $1 000,NA,NEW ENGLAND,56,Voted,McCain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,Too little,Too little,Too little,NA,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,ALLOWED,NA,NA,NA,NA,ALLOWED,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,FAVOR,NA,NA,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A DAY,NA,NA,NA,9,9,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,SOMETIMES WRONG,NA,NA,AGREE,NO,EVERYDAY,6,AGREE,AGREE,AGREE,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,2,"UNSURE, NO CHILDREN",404,1957,PISCES,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,96,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,NA,NA,5,2,0-2,NA,4,NA,NA,Yes,NA,<HS,0-12 yrs,Yes,51-60,NA,White,More close,More close,NA,No,High,NA,Strong,NA,Mod,Mod,Mod,NA,NA,NA,NA,NA,White,3,NA,NA,Traditional,NA,NA,NA,No,Voted,Dem,No,0.8237962599014,Ev wk or more,NA,NA,Approve,41-60,5 or more,High,NA,Nonsouth,NA,55,NA,NA,NA,>=31,Catholic,1,NA
2012,12,WORKING PART TIME,NA,PRIVATE,Never married,2,3,36,4 years,Bachelor deg,Female,Black,Liberal,WkDem,DIFFERENT STATE,YES,$50000 TO 59999,$6 000 TO 6 999,NEW ENGLAND,56,Did not vote,NA,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,About right,Too much,Too little,Too little,Too little,About right,Too little,Too little,About right,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NA,LEGAL,PROTESTANT,FUNDAMENTALIST,Never,NOT VERY STRONG,YES,ONCE A DAY,INSPIRED WORD,NA,AGREE SOMEWHAT,NA,NA,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,NA,NA,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,NA,NA,NA,ILLEGAL UNDER 18,AGREE,NA,NEVER,2,AGREE,STRONGLY DISAGREE,DISAGREE,NO,NO,NO,YES,Govt,3,Govt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AFRICA,NA,NONE,6,COHAB COUPLE W CHILDREN,409,1976,CAPRICORN,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,91,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,1,NA,8,NA,NA,1,7,No,No,Yes,NA,Coll+,13+ yrs,Yes,31-40,Low,White,NA,NA,Less important,Yes,Low,NA,Not strong,NA,Mod,Liberal,Liberal,NA,NA,NA,Low,35,Black,0,0,NA,NonTrad,NA,NA,More egal,Yes,Did not vote,Dem,No,0.8237962599014,Never/<1yr,High,NA,Approve,18-40,2,Low,Not illegal to all,Nonsouth,Same/easier,36,NA,NA,100,>=31,Protestant,1,NA
2012,13,KEEPING HOUSE,NA,NA,Never married,6,4,28,12th grade,HS,Female,White,Moderate,Ind,DIFFERENT STATE,YES,$8 000 TO 9 999,NA,NEW ENGLAND,56,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too much,About right,About right,Too little,About right,Too much,About right,4,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,NA,NA,5,9,NOT TOO HAPPY,HARDLY ANY,A GREAT DEAL,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,2ND IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,NA,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Govt,3,Govt,2,Not at all interested,Moderately interested,Very interested,Moderately interested,Not at all interested,Not at all interested,Very interested,Not at all interested,Very interested,Not at all interested,NOT HISPANIC,NA,POLAND,NA,NONE,NA,SINGLE PARENT,404,1984,CAPRICORN,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,95,60,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,NA,1,NA,NA,NA,4,NA,No,No,No,NA,HS,0-12 yrs,Yes,18-30,Low,White,Less close,More close,More important,No,Low,No,Not strong,NA,Conserv,Liberal,Conserv,No,Yes,Yes,NA,30,White,NA,NA,8,NA,14,High,More egal,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,High,MedHigh,NA,18-40,NA,Low,NA,Nonsouth,NA,28,1,100,100,<=30,NA,0,NA
2012,14,NA,SOMEONE ELSE,GOVERNMENT,Divorced,7,6,59,12th grade,HS,Female,Black,NA,Ind,SAME CITY,YES,$22500 TO 24999,NA,NEW ENGLAND,56,Voted,Obama,Too much,Too little,Too little,Too little,Too little,Too much,Too little,Too little,Too much,Too much,Too little,Too much,Too little,About right,Too little,Too little,About right,Too little,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NA,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,NA,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY SUPPORT PREF,AGREE STRONGLY,5,5,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,STRONGLY AGREE,NO,LESS THAN ONCE WK,2,AGREE,STRONGLY AGREE,AGREE,YES,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,OTHER,NA,NONE,4,SINGLE ADULT,502,1953,SAGITTARIUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,121,60,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,NA,NA,7,0,0-2,NA,3,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,51-60,High,White,Less close,Less close,NA,Yes,High,Yes,Strong,Support,Liberal,Mod,Liberal,No,No,No,NA,NA,Black,0,0,NA,Traditional,NA,Low,NA,Yes,Voted,Ind,No,0.4118981299507,Ev wk or more,NA,NA,Approve,41-60,2,High,NA,Nonsouth,More difficult,59,0,0,NA,>=31,Protestant,0,NA
2012,15,WORKING PART TIME,SOMEONE ELSE,PRIVATE,Never married,6,4,52,4th grade,<HS,Male,Other,ExtrmCons,Ind,DIFFERENT STATE,NO,NA,$15000 TO 17499,NEW ENGLAND,56,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,Too little,About right,Too little,About right,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Sev times/yr,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,BOOK OF FABLES,STRONGLY SUPPORT PREF,AGREE SOMEWHAT,NA,NA,NOT TOO HAPPY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,3RD IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,DISAGREE,NA,ONCE A WEEK,2,DISAGREE,AGREE,AGREE,YES,YES,YES,YES,Help selves,1,Govt,2,Moderately interested,Not at all interested,Not at all interested,Very interested,Not at all interested,Moderately interested,Very interested,Not at all interested,Very interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Planning to apply for U.S. citizenship,NONE,2,UNSURE W CHILDREN,517,1960,SAGITTARIUS,NA,NA,NA,NA,NO,NA,165,56,HISPANIC,OVER THE PHONE,MALE,0,1.235694389852,0,4,1,NA,NA,3,3,Yes,Yes,Yes,6,<HS,0-12 yrs,Yes,51-60,High,NA,NA,NA,Less important,No,Moderate,NA,Not strong,Support,Liberal,Liberal,Conserv,NA,NA,NA,MedLow,1,NA,6,3,9,Traditional,NA,NA,Less egal,NA,Did not vote,Ind,Yes,1.235694389852,Svrl times/yr,Low,NA,Disapprove,41-60,2,Low,Not illegal to all,Nonsouth,Same/easier,52,NA,NA,0,>=31,Catholic,0,6
2012,16,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,2,4,35,1 yr coll,HS,Female,Black,SlghtLib,WkRep,"SAME ST, DIF CITY",YES,$50000 TO 59999,$50000 TO 59999,NEW ENGLAND,56,Voted,Obama,About right,Too little,Too little,Too little,Too little,Too little,About right,Too little,Too little,Too little,About right,About right,Too little,About right,About right,Too little,About right,About right,1,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Once/mo,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,NA,NA,9,7,PRETTY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,R BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,YES,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Govt,1,Govt,1,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,AFRICA,NA,NONE,NA,SINGLE PARENT,622,1977,PISCES,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,64,32,WHITE,IN-PERSON,FEMALE,0,0.8739876210002,0,1,NA,4,3-5,2,NA,Yes,No,Yes,NA,Some Coll,13+ yrs,Yes,31-40,Mod,White,More close,More close,Less important,Yes,Moderate,No,Not strong,NA,Mod,Liberal,Liberal,No,No,No,MedHigh,35,Black,NA,NA,15,NA,4,Low,More egal,Yes,Voted,Rep,No,0.8739876210002,Once/mnth,High,Low,NA,18-40,NA,High,Not illegal to all,Nonsouth,NA,35,0,0,0,>=31,Protestant,0,NA
2012,17,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,5,3,36,12th grade,HS,Male,White,Moderate,WkRep,DIFFERENT STATE,NO,$50000 TO 59999,$50000 TO 59999,NEW ENGLAND,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,About right,Too little,About right,NA,Too little,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NA,NOT LEGAL,CATHOLIC,MODERATE,Every wk,SOMEWHAT STRONG,YES,ONCE A WEEK,NA,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,NA,NA,PRETTY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,NA,ONLY SOME,NA,A GREAT DEAL,NA,ONLY SOME,NA,NA,ONLY SOME,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,R BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,EVERYDAY,2,DISAGREE,DISAGREE,DISAGREE,NO,NO,NO,NA,Agree both,3,Agree both,5,Not at all interested,Moderately interested,Very interested,NA,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,"MEXICAN, MEXICAN AMERICAN, CHICANO/A",Not a U.S. Citizen,MEXICO,Planning to apply for U.S. citizenship,NONE,2,MARRIED COUPLE W CHILDREN,411,1976,GEMINI,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,105,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,1,NA,10,NA,NA,0,5,No,No,Yes,NA,HS,0-12 yrs,Yes,31-40,Low,White,NA,NA,Less important,No,High,NA,Not strong,Oppose,Conserv,Mod,Conserv,NA,NA,NA,MedHigh,18,White,1,1,NA,Traditional,NA,NA,Middle,No,NA,Rep,Yes,0.8237962599014,Ev wk or more,MedLow,NA,Approve,18-40,2,High,Not illegal to all,Nonsouth,More difficult,36,NA,NA,0,>=31,Catholic,0,NA
2012,18,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Divorced,2,5,47,1 yr coll,HS,Female,Black,Conserv,IndDem,SAME CITY,YES,$40000 TO 49999,$40000 TO 49999,MIDDLE ATLANTIC,125,Voted,Obama,Too much,Too little,Too little,About right,Too little,About right,Too little,About right,Too much,Too much,Too much,Too little,Too little,About right,About right,Too little,Too much,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,LEGAL,PROTESTANT,MODERATE,2-3 times /mo,STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,DISAGREE,NA,ONCE A WEEK,3,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,YES,Agree both,3,Agree both,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AMERICAN ONLY,NA,NONE,5,OTHER FAMILY W CHILDREN,612,1965,GEMINI,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,81,32,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,1,3,4,NA,NA,3,8,Yes,No,Yes,NA,Some Coll,13+ yrs,Yes,41-50,Mod,White,NA,NA,Less important,No,Moderate,NA,Strong,Oppose,Conserv,Liberal,Liberal,NA,NA,NA,MedHigh,29,Black,1,-1,NA,NonTrad,NA,NA,More egal,Yes,Voted,Ind,No,1.7479752420003,2-3 times/mnth,MedHigh,NA,Disapprove,41-60,3,High,Not illegal to all,Nonsouth,Same/easier,47,NA,NA,100,>=31,Protestant,0,NA
2012,19,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,9,6,55,12th grade,HS,Male,Other,Moderate,NA,DIFFERENT STATE,NO,$60000 TO 74999,$60000 TO 74999,MIDDLE ATLANTIC,125,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,About right,Too little,Too little,Too little,7,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,LEGAL,CATHOLIC,MODERATE,Once/mo,NOT VERY STRONG,NO,ONCE A WEEK,NA,NA,NA,7,5,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,R BELONGS,BOTH EQUALLY,YES,NO,YES,NO,YES,NO,NO,NA,NA,NA,ALWAYS WRONG,SOMETIMES WRONG,ILLEGAL TO ALL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,3,Govt,3,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Not planning to apply to U.S. citizenship,LESS THAN 2 YRS,NA,MARRIED COUPLE W CHILDREN,325,1957,TAURUS,NOT HISPANIC,Black or African,NA,NA,NO,NA,115,40,BLACK,IN-PERSON,FEMALE,2,0.8237962599014,2,3,NA,3,3-5,3,NA,NA,No,NA,NA,HS,0-12 yrs,Yes,51-60,NA,Black,More close,Less close,Less important,No,Moderate,No,Not strong,NA,Conserv,Mod,Mod,No,No,No,MedHigh,7,NA,NA,NA,15,NA,7,Low,Less egal,NA,Did not vote,NA,Yes,0.8237962599014,Once/mnth,Low,Low,NA,41-60,NA,High,Illegal to all,Nonsouth,NA,55,0,0,100,>=31,Catholic,NA,NA
2012,20,SCHOOL,NA,NA,Never married,3,0,18,12th grade,HS,Female,Other,Moderate,Ind,"SAME ST, DIF CITY",YES,$22500 TO 24999,NA,MIDDLE ATLANTIC,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,Too little,About right,NA,About right,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT FIRED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,"Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,CATHOLIC,MODERATE,Once/yr,NOT VERY STRONG,YES,NEVER,INSPIRED WORD,SUPPORT PREF,AGREE SOMEWHAT,7,5,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,NO,YES,NO,YES,NO,NO,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,DISAGREE,NO,LESS THAN ONCE WK,5,DISAGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DOMINICAN,NA,OTHER SPANISH,NA,NONE,5,UNSURE W CHILDREN,320,1994,PISCES,NOT HISPANIC,Black or African,NA,NA,NO,NA,94,40,BLACK,IN-PERSON,FEMALE,2,1.6475925198027,NA,NA,5,3,3-5,NA,5,No,No,No,NA,HS,0-12 yrs,No,18-30,Low,Black,More close,Less close,NA,No,Low,No,Not strong,Support,Liberal,Mod,Conserv,Yes,No,Yes,NA,NA,NA,1,0,NA,Traditional,10,High,NA,NA,NA,Ind,Yes,1.6475925198027,Once/yr,NA,MedLow,Disapprove,18-40,5 or more,Low,NA,Nonsouth,Same/easier,18,0,0,NA,<=30,Catholic,0,NA
2012,21,"UNEMPLOYED, LAID OFF",SOMEONE ELSE,GOVERNMENT,Separated,10,8,76,None,<HS,Female,Other,ExtrmCons,WkDem,DIFFERENT STATE,NO,NA,NA,MIDDLE ATLANTIC,125,Voted,Obama,Too little,Too little,About right,Too little,Too much,About right,About right,Too little,About right,Too little,About right,About right,Too little,Too little,About right,Too little,Too little,About right,1,NOT ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,"Yes, allowed",Not remove,OPPOSE,FAVOR,ABOUT RIGHT,NOT LEGAL,CATHOLIC,MODERATE,Every wk,STRONG,YES,SEVERAL TIMES A DAY,BOOK OF FABLES,NA,NA,5,5,NOT TOO HAPPY,HARDLY ANY,A GREAT DEAL,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,NEITHER BELONGS,LUCK OR HELP,NO,NO,YES,NA,NO,NO,NO,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Govt,1,Govt,1,Very interested,Very interested,Very interested,Not at all interested,Not at all interested,Moderately interested,Moderately interested,Not at all interested,Not at all interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Currently applying for U.S. citizenship,NONE,NA,UNSURE W CHILDREN,806,1936,LEO,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,127,32,WHITE,IN-PERSON,FEMALE,0,3.4959504840006,1,1,NA,NA,NA,5,NA,No,Yes,Yes,NA,<HS,0-12 yrs,Yes,60-,Mod,White,Less close,Less close,More important,No,High,Yes,Strong,NA,Mod,Conserv,Liberal,Yes,No,Yes,NA,35,NA,NA,NA,9,NA,9,High,More egal,NA,Voted,Dem,Yes,3.4959504840006,Ev wk or more,High,MedLow,NA,61+,NA,High,Not illegal to all,Nonsouth,NA,76,0,0,0,>=31,Catholic,1,NA
2012,22,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,6,1,39,10th grade,<HS,Male,Other,ExtrmCons,WkDem,SAME CITY,NO,$40000 TO 49999,NA,MIDDLE ATLANTIC,84,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,About right,About right,About right,About right,3,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NA,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,NA,FAVOR,TOO HARSH,NOT LEGAL,CATHOLIC,MODERATE,Sev times/yr,STRONG,YES,ONCE A DAY,BOOK OF FABLES,NA,NA,2,8,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,MOST IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,NO,YES,NA,NO,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,1,Agree both,5,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Planning to apply for U.S. citizenship,NONE,NA,COHAB COUPLE W CHILDREN,707,1973,TAURUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,115,32,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,0,4,NA,NA,NA,7,NA,Yes,No,Yes,6,<HS,0-12 yrs,Yes,31-40,Mod,White,Less close,More close,More important,No,Moderate,Yes,Strong,NA,Conserv,Conserv,Conserv,No,No,No,NA,22,NA,NA,NA,13,NA,NA,Low,Middle,NA,Voted,Dem,Yes,1.7479752420003,Svrl times/yr,MedHigh,NA,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,39,0,0,0,>=31,Catholic,1,6
