,year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
10,2012,11.0,,SOMEONE ELSE,PRIVATE,Divorced,4.0,6.0,55.0,10th grade,<HS,Male,White,ExtrmLib,StrDem,SAME CITY,YES,UNDER $1 000,,NEW ENGLAND,56,Voted,McCain,,,,,,,,,,,,Too little,Too little,Too little,Too little,Too little,,Too little,,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,ALLOWED,,,,,ALLOWED,,,,,,,,,FAVOR,FAVOR,,,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A DAY,,,,9.0,9.0,VERY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,NO,NO,NO,NO,,,,SOMETIMES WRONG,,,AGREE,NO,EVERYDAY,6.0,AGREE,AGREE,AGREE,YES,,,,,,,,,,,,,,,,,,NOT HISPANIC,,,,NONE,2.0,"UNSURE, NO CHILDREN",404,1957.0,PISCES,NOT HISPANIC,White,,,"YES, MONEY",20.0,96,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,,,5.0,2.0,0-2,,4.0,,,Yes,,<HS,0-12 yrs,Yes,51-60,,White,More close,More close,,No,High,,Strong,,Mod,Mod,Mod,,,,,,White,3.0,,,Traditional,,,,No,Voted,Dem,No,0.8237962599014,Ev wk or more,,,Approve,41-60,5 or more,High,,Nonsouth,,55.0,,,,>=31,Catholic,1.0,
11,2012,12.0,WORKING PART TIME,,PRIVATE,Never married,2.0,3.0,36.0,4 years,Bachelor deg,Female,Black,Liberal,WkDem,DIFFERENT STATE,YES,$50000 TO 59999,$6 000 TO 6 999,NEW ENGLAND,56,Did not vote,,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,About right,Too much,Too little,Too little,Too little,About right,Too little,Too little,About right,Too little,1.0,,,,,,,,,,,,,,,,,,,OPPOSE,,,LEGAL,PROTESTANT,FUNDAMENTALIST,Never,NOT VERY STRONG,YES,ONCE A DAY,INSPIRED WORD,,AGREE SOMEWHAT,,,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,,,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,EASIER,NOT WRONG AT ALL,,,,ILLEGAL UNDER 18,AGREE,,NEVER,2.0,AGREE,STRONGLY DISAGREE,DISAGREE,NO,NO,NO,YES,Govt,3.0,Govt,3.0,,,,,,,,,,,NOT HISPANIC,,AFRICA,,NONE,6.0,COHAB COUPLE W CHILDREN,409,1976.0,CAPRICORN,NOT HISPANIC,White,,,"YES, MONEY",20.0,91,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,1.0,,8.0,,,1.0,7.0,No,No,Yes,,Coll+,13+ yrs,Yes,31-40,Low,White,,,Less important,Yes,Low,,Not strong,,Mod,Liberal,Liberal,,,,Low,35.0,Black,0.0,0.0,,NonTrad,,,More egal,Yes,Did not vote,Dem,No,0.8237962599014,Never/<1yr,High,,Approve,18-40,2,Low,Not illegal to all,Nonsouth,Same/easier,36.0,,,100.0,>=31,Protestant,1.0,
12,2012,13.0,KEEPING HOUSE,,,Never married,6.0,4.0,28.0,12th grade,HS,Female,White,Moderate,Ind,DIFFERENT STATE,YES,$8 000 TO 9 999,,NEW ENGLAND,56,Did not vote,,,,,,,,,,,,,Too much,About right,About right,Too little,About right,Too much,About right,4.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,,,5.0,9.0,NOT TOO HAPPY,HARDLY ANY,A GREAT DEAL,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,2ND IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,,,,,ALWAYS WRONG,NOT WRONG AT ALL,,,NO,,,,,,,,,,Govt,3.0,Govt,2.0,Not at all interested,Moderately interested,Very interested,Moderately interested,Not at all interested,Not at all interested,Very interested,Not at all interested,Very interested,Not at all interested,NOT HISPANIC,,POLAND,,NONE,,SINGLE PARENT,404,1984.0,CAPRICORN,NOT HISPANIC,White,,,"YES, MONEY",20.0,95,60,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,,1.0,,,,4.0,,No,No,No,,HS,0-12 yrs,Yes,18-30,Low,White,Less close,More close,More important,No,Low,No,Not strong,,Conserv,Liberal,Conserv,No,Yes,Yes,,30.0,White,,,8.0,,14.0,High,More egal,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,High,MedHigh,,18-40,,Low,,Nonsouth,,28.0,1.0,100.0,100.0,<=30,,0.0,
13,2012,14.0,,SOMEONE ELSE,GOVERNMENT,Divorced,7.0,6.0,59.0,12th grade,HS,Female,Black,,Ind,SAME CITY,YES,$22500 TO 24999,,NEW ENGLAND,56,Voted,Obama,Too much,Too little,Too little,Too little,Too little,Too much,Too little,Too little,Too much,Too much,Too little,Too much,Too little,About right,Too little,Too little,About right,Too little,,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,,FAVOR,NOT HARSH ENOUGH,,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY SUPPORT PREF,AGREE STRONGLY,5.0,5.0,VERY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,,STRONGLY AGREE,NO,LESS THAN ONCE WK,2.0,AGREE,STRONGLY AGREE,AGREE,YES,NO,NO,YES,,,,,,,,,,,,,,,NOT HISPANIC,,OTHER,,NONE,4.0,SINGLE ADULT,502,1953.0,SAGITTARIUS,NOT HISPANIC,White,,,"YES, MONEY",20.0,121,60,WHITE,IN-PERSON,FEMALE,2,0.4118981299507,,,7.0,0.0,0-2,,3.0,Yes,Yes,Yes,,HS,0-12 yrs,Yes,51-60,High,White,Less close,Less close,,Yes,High,Yes,Strong,Support,Liberal,Mod,Liberal,No,No,No,,,Black,0.0,0.0,,Traditional,,Low,,Yes,Voted,Ind,No,0.4118981299507,Ev wk or more,,,Approve,41-60,2,High,,Nonsouth,More difficult,59.0,0.0,0.0,,>=31,Protestant,0.0,
14,2012,15.0,WORKING PART TIME,SOMEONE ELSE,PRIVATE,Never married,6.0,4.0,52.0,4th grade,<HS,Male,Other,ExtrmCons,Ind,DIFFERENT STATE,NO,,$15000 TO 17499,NEW ENGLAND,56,Did not vote,,,,,,,,,,,,,About right,Too little,About right,Too little,About right,Too little,About right,7.0,,,,,,,,,,,,,,,,,,,OPPOSE,,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Sev times/yr,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,BOOK OF FABLES,STRONGLY SUPPORT PREF,AGREE SOMEWHAT,,,NOT TOO HAPPY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,3RD IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,,,,,,,,,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,,,ILLEGAL UNDER 18,DISAGREE,,ONCE A WEEK,2.0,DISAGREE,AGREE,AGREE,YES,YES,YES,YES,Help selves,1.0,Govt,2.0,Moderately interested,Not at all interested,Not at all interested,Very interested,Not at all interested,Moderately interested,Very interested,Not at all interested,Very interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Planning to apply for U.S. citizenship,NONE,2.0,UNSURE W CHILDREN,517,1960.0,SAGITTARIUS,,,,,NO,,165,56,HISPANIC,OVER THE PHONE,MALE,0,1.235694389852,0.0,4.0,1.0,,,3.0,3.0,Yes,Yes,Yes,6.0,<HS,0-12 yrs,Yes,51-60,High,,,,Less important,No,Moderate,,Not strong,Support,Liberal,Liberal,Conserv,,,,MedLow,1.0,,6.0,3.0,9.0,Traditional,,,Less egal,,Did not vote,Ind,Yes,1.235694389852,Svrl times/yr,Low,,Disapprove,41-60,2,Low,Not illegal to all,Nonsouth,Same/easier,52.0,,,0.0,>=31,Catholic,0.0,6.0
15,2012,16.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,2.0,4.0,35.0,1 yr coll,HS,Female,Black,SlghtLib,WkRep,"SAME ST, DIF CITY",YES,$50000 TO 59999,$50000 TO 59999,NEW ENGLAND,56,Voted,Obama,About right,Too little,Too little,Too little,Too little,Too little,About right,Too little,Too little,Too little,About right,About right,Too little,About right,About right,Too little,About right,About right,1.0,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Once/mo,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,,,9.0,7.0,PRETTY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,R BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,YES,,,,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,,NO,,,,,,,,,,Govt,1.0,Govt,1.0,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,,AFRICA,,NONE,,SINGLE PARENT,622,1977.0,PISCES,NOT HISPANIC,White,,,"YES, MONEY",75.0,64,32,WHITE,IN-PERSON,FEMALE,0,0.8739876210001999,0.0,1.0,,4.0,3-5,2.0,,Yes,No,Yes,,Some Coll,13+ yrs,Yes,31-40,Mod,White,More close,More close,Less important,Yes,Moderate,No,Not strong,,Mod,Liberal,Liberal,No,No,No,MedHigh,35.0,Black,,,15.0,,4.0,Low,More egal,Yes,Voted,Rep,No,0.8739876210001999,Once/mnth,High,Low,,18-40,,High,Not illegal to all,Nonsouth,,35.0,0.0,0.0,0.0,>=31,Protestant,0.0,
16,2012,17.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,5.0,3.0,36.0,12th grade,HS,Male,White,Moderate,WkRep,DIFFERENT STATE,NO,$50000 TO 59999,$50000 TO 59999,NEW ENGLAND,56,,,,,,,,,,,,,,Too little,Too little,About right,Too little,About right,,Too little,4.0,,,,,,,,,,,,,,,,,,,FAVOR,,,NOT LEGAL,CATHOLIC,MODERATE,Every wk,SOMEWHAT STRONG,YES,ONCE A WEEK,,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,,,PRETTY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,,ONLY SOME,,A GREAT DEAL,,ONLY SOME,,,ONLY SOME,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,R BELONGS,,,,,,,,,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,EVERYDAY,2.0,DISAGREE,DISAGREE,DISAGREE,NO,NO,NO,,Agree both,3.0,Agree both,5.0,Not at all interested,Moderately interested,Very interested,,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,"MEXICAN, MEXICAN AMERICAN, CHICANO/A",Not a U.S. Citizen,MEXICO,Planning to apply for U.S. citizenship,NONE,2.0,MARRIED COUPLE W CHILDREN,411,1976.0,GEMINI,NOT HISPANIC,White,,,"YES, MONEY",20.0,105,60,WHITE,IN-PERSON,FEMALE,2,0.8237962599014,1.0,,10.0,,,0.0,5.0,No,No,Yes,,HS,0-12 yrs,Yes,31-40,Low,White,,,Less important,No,High,,Not strong,Oppose,Conserv,Mod,Conserv,,,,MedHigh,18.0,White,1.0,1.0,,Traditional,,,Middle,No,,Rep,Yes,0.8237962599014,Ev wk or more,MedLow,,Approve,18-40,2,High,Not illegal to all,Nonsouth,More difficult,36.0,,,0.0,>=31,Catholic,0.0,
17,2012,18.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Divorced,2.0,5.0,47.0,1 yr coll,HS,Female,Black,Conserv,IndDem,SAME CITY,YES,$40000 TO 49999,$40000 TO 49999,MIDDLE ATLANTIC,125,Voted,Obama,Too much,Too little,Too little,About right,Too little,About right,Too little,About right,Too much,Too much,Too much,Too little,Too little,About right,About right,Too little,Too much,Too little,1.0,,,,,,,,,,,,,,,,,,,OPPOSE,,NOT HARSH ENOUGH,LEGAL,PROTESTANT,MODERATE,2-3 times /mo,STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,,,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,,,,,,,,,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,,,ILLEGAL UNDER 18,DISAGREE,,ONCE A WEEK,3.0,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,YES,Agree both,3.0,Agree both,3.0,,,,,,,,,,,NOT HISPANIC,,AMERICAN ONLY,,NONE,5.0,OTHER FAMILY W CHILDREN,612,1965.0,GEMINI,NOT HISPANIC,White,,,"YES, MONEY",50.0,81,32,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,1.0,3.0,4.0,,,3.0,8.0,Yes,No,Yes,,Some Coll,13+ yrs,Yes,41-50,Mod,White,,,Less important,No,Moderate,,Strong,Oppose,Conserv,Liberal,Liberal,,,,MedHigh,29.0,Black,1.0,-1.0,,NonTrad,,,More egal,Yes,Voted,Ind,No,1.7479752420003,2-3 times/mnth,MedHigh,,Disapprove,41-60,3,High,Not illegal to all,Nonsouth,Same/easier,47.0,,,100.0,>=31,Protestant,0.0,
18,2012,19.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,9.0,6.0,55.0,12th grade,HS,Male,Other,Moderate,,DIFFERENT STATE,NO,$60000 TO 74999,$60000 TO 74999,MIDDLE ATLANTIC,125,Did not vote,,,,,,,,,,,,,About right,Too little,About right,About right,Too little,Too little,Too little,7.0,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,LEGAL,CATHOLIC,MODERATE,Once/mo,NOT VERY STRONG,NO,ONCE A WEEK,,,,7.0,5.0,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,R BELONGS,BOTH EQUALLY,YES,NO,YES,NO,YES,NO,NO,,,,ALWAYS WRONG,SOMETIMES WRONG,ILLEGAL TO ALL,,NO,,,,,,,,,,Agree both,3.0,Govt,3.0,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Not planning to apply to U.S. citizenship,LESS THAN 2 YRS,,MARRIED COUPLE W CHILDREN,325,1957.0,TAURUS,NOT HISPANIC,Black or African,,,NO,,115,40,BLACK,IN-PERSON,FEMALE,2,0.8237962599014,2.0,3.0,,3.0,3-5,3.0,,,No,,,HS,0-12 yrs,Yes,51-60,,Black,More close,Less close,Less important,No,Moderate,No,Not strong,,Conserv,Mod,Mod,No,No,No,MedHigh,7.0,,,,15.0,,7.0,Low,Less egal,,Did not vote,,Yes,0.8237962599014,Once/mnth,Low,Low,,41-60,,High,Illegal to all,Nonsouth,,55.0,0.0,0.0,100.0,>=31,Catholic,,
19,2012,20.0,SCHOOL,,,Never married,3.0,0.0,18.0,12th grade,HS,Female,Other,Moderate,Ind,"SAME ST, DIF CITY",YES,$22500 TO 24999,,MIDDLE ATLANTIC,125,,,,,,,,,,,,,,Too little,Too little,Too little,About right,,About right,Too little,,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT FIRED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,"Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,,CATHOLIC,MODERATE,Once/yr,NOT VERY STRONG,YES,NEVER,INSPIRED WORD,SUPPORT PREF,AGREE SOMEWHAT,7.0,5.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,NO,YES,NO,NO,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,,DISAGREE,NO,LESS THAN ONCE WK,5.0,DISAGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,,,,,,,,,,,,,,,DOMINICAN,,OTHER SPANISH,,NONE,5.0,UNSURE W CHILDREN,320,1994.0,PISCES,NOT HISPANIC,Black or African,,,NO,,94,40,BLACK,IN-PERSON,FEMALE,2,1.6475925198027,,,5.0,3.0,3-5,,5.0,No,No,No,,HS,0-12 yrs,No,18-30,Low,Black,More close,Less close,,No,Low,No,Not strong,Support,Liberal,Mod,Conserv,Yes,No,Yes,,,,1.0,0.0,,Traditional,10.0,High,,,,Ind,Yes,1.6475925198027,Once/yr,,MedLow,Disapprove,18-40,5 or more,Low,,Nonsouth,Same/easier,18.0,0.0,0.0,,<=30,Catholic,0.0,
20,2012,21.0,"UNEMPLOYED, LAID OFF",SOMEONE ELSE,GOVERNMENT,Separated,10.0,8.0,76.0,None,<HS,Female,Other,ExtrmCons,WkDem,DIFFERENT STATE,NO,,,MIDDLE ATLANTIC,125,Voted,Obama,Too little,Too little,About right,Too little,Too much,About right,About right,Too little,About right,Too little,About right,About right,Too little,Too little,About right,Too little,Too little,About right,1.0,NOT ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,"Yes, allowed",Not remove,OPPOSE,FAVOR,ABOUT RIGHT,NOT LEGAL,CATHOLIC,MODERATE,Every wk,STRONG,YES,SEVERAL TIMES A DAY,BOOK OF FABLES,,,5.0,5.0,NOT TOO HAPPY,HARDLY ANY,A GREAT DEAL,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,NEITHER BELONGS,LUCK OR HELP,NO,NO,YES,,NO,NO,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,,NO,,,,,,,,,,Govt,1.0,Govt,1.0,Very interested,Very interested,Very interested,Not at all interested,Not at all interested,Moderately interested,Moderately interested,Not at all interested,Not at all interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Currently applying for U.S. citizenship,NONE,,UNSURE W CHILDREN,806,1936.0,LEO,NOT HISPANIC,White,,,"YES, MONEY",75.0,127,32,WHITE,IN-PERSON,FEMALE,0,3.4959504840006,1.0,1.0,,,,5.0,,No,Yes,Yes,,<HS,0-12 yrs,Yes,60-,Mod,White,Less close,Less close,More important,No,High,Yes,Strong,,Mod,Conserv,Liberal,Yes,No,Yes,,35.0,,,,9.0,,9.0,High,More egal,,Voted,Dem,Yes,3.4959504840006,Ev wk or more,High,MedLow,,61+,,High,Not illegal to all,Nonsouth,,76.0,0.0,0.0,0.0,>=31,Catholic,1.0,
21,2012,22.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,6.0,1.0,39.0,10th grade,<HS,Male,Other,ExtrmCons,WkDem,SAME CITY,NO,$40000 TO 49999,,MIDDLE ATLANTIC,84,Voted,Obama,,,,,,,,,,,,About right,Too little,About right,About right,About right,About right,About right,3.0,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,,FAVOR,TOO HARSH,NOT LEGAL,CATHOLIC,MODERATE,Sev times/yr,STRONG,YES,ONCE A DAY,BOOK OF FABLES,,,2.0,8.0,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,MOST IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,NO,YES,,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,,NO,,,,,,,,,,Agree both,1.0,Agree both,5.0,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,DOMINICAN,Not a U.S. Citizen,OTHER SPANISH,Planning to apply for U.S. citizenship,NONE,,COHAB COUPLE W CHILDREN,707,1973.0,TAURUS,NOT HISPANIC,White,,,"YES, MONEY",75.0,115,32,WHITE,IN-PERSON,FEMALE,0,1.7479752420003,0.0,4.0,,,,7.0,,Yes,No,Yes,6.0,<HS,0-12 yrs,Yes,31-40,Mod,White,Less close,More close,More important,No,Moderate,Yes,Strong,,Conserv,Conserv,Conserv,No,No,No,,22.0,,,,13.0,,,Low,Middle,,Voted,Dem,Yes,1.7479752420003,Svrl times/yr,MedHigh,,,18-40,,Low,Not illegal to all,Nonsouth,,39.0,0.0,0.0,0.0,>=31,Catholic,1.0,6.0
22,2012,23.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,1.0,2.0,54.0,2 years,Junior Coll,Male,White,Conserv,Ind,SAME CITY,YES,$90000 TO $109999,$60000 TO 74999,MIDDLE ATLANTIC,84,Did not vote,,,,,,,,,,,,,Too little,About right,About right,About right,Too much,About right,Too much,6.0,,,,,,,,,,,,,,,,,,,FAVOR,,NOT HARSH ENOUGH,LEGAL,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,NO,SEVERAL TIMES A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,,,PRETTY HAPPY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,STAY SAME,NOT WRONG AT ALL,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,ONCE A WEEK,3.0,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,NO,NO,NO,YES,2,2.0,2,5.0,Moderately interested,Moderately interested,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Not at all interested,Moderately interested,Moderately interested,NOT HISPANIC,,,,NONE,7.0,"MARRIED COUPLE, NO CHILDREN",731,1958.0,TAURUS,NOT HISPANIC,White,,,"YES, MONEY",75.0,115,58,WHITE,OVER THE PHONE,FEMALE,7,2.6219628630005,2.0,2.0,6.0,,,2.0,3.0,No,Yes,Yes,,Some Coll,13+ yrs,Yes,51-60,Mod,White,,,Less important,Yes,High,,Strong,Oppose,Conserv,Liberal,Conserv,,,,MedHigh,17.0,White,-1.0,-1.0,8.0,Traditional,,,Middle,No,Did not vote,Ind,No,2.6219628630005,Ev wk or more,MedLow,,Approve,41-60,3,High,Not illegal to all,Nonsouth,Same/easier,54.0,,,100.0,>=31,Protestant,0.0,
